spec,phi,p,scenario,θpinned,θ_tm1,θ_t0,θ_t1,τ_t0,sr_t0,ww_t0,τ_t1,sr_t1,ww_t1
scale,0.25,0.26020440381230764,frAll,False,1.0,1.0,1.0,0.13763815639683025,0.21858786287124518,36.130429042003904,0.19069336667069994,0.20161744004688698,35.840029932025445
scale,0.25,0.26020440381230764,France,True,1.0,1.0,1.0,0.2128571428571428,0.19193602100310814,35.485453704076974,0.23292205931404342,0.18471103721559143,35.370565015857835
scale,0.75,0.9582686105304897,baseline,True,0.7382263650417814,0.7382263650417814,0.7382263650417814,0.14428571428570247,0.21991852840649537,39.39271026517713,0.19799616898231312,0.20283870978130833,39.098479053802876
scale,0.75,0.9582686105304897,baseline,False,0.7290270053237099,0.7382263472604988,0.7506081004719315,0.14428571446271504,0.21971046757922189,39.407772949230214,0.19784511947602654,0.20216435853991313,39.15394934348445
scale,0.75,0.9582686105304897,mild,True,0.7382263650417814,0.7382263650417814,0.7382263650417814,0.1853598264014728,0.20553703681181626,39.06288890060743,0.21487289219877076,0.19646753636204142,38.887802014151006
scale,0.75,0.9582686105304897,mild,False,0.7715061252282761,0.7720723203151181,0.7761016916409654,0.1849349198241946,0.20501477860163092,39.111197099637536,0.214355573012395,0.19560963802382822,38.966946573001344
scale,0.75,0.9582686105304897,acute,True,0.7382263650417814,0.7382263650417814,0.7382263650417814,0.23266953322444744,0.18994085332985633,38.63199765755484,0.23266953322444744,0.18994085332985639,38.631997657554855
scale,0.75,0.9582686105304897,acute,False,0.8147411073555955,0.8147411073624206,0.8147411073617642,0.2314722361806047,0.18900456378677793,38.73560353450087,0.2314722361806168,0.18900456378681918,38.73582039054071
scale,0.75,0.9582686105304897,frIncome,True,0.49525006077119177,0.49525006077119177,0.49525006077119177,0.1142633088909208,0.2396572689191428,40.935704650505805,0.1691116190766042,0.22134625891400497,40.632124856192874
scale,0.75,0.9582686105304897,frIncome,False,1.0,1.0,1.0,0.13931378634352468,0.21746832211370137,40.96019209016229,0.19237164403683155,0.2005650688008006,40.60863732419075
